id;altura;ano_de_construccion;balcon_terraza;banos;categoria;costos_de_mantenimiento;direccion_exacta;enviado;localizacion;m2;m2.1;m2_de_construccion;niveles;parking;piscina;piso_numero;precio;precio_m2_de_construccion;precio_m2_de_terreno;precio_m2;recamaras;tamano_del_lote;tipo_de_pisos;description;feature;land_sq_meter;title
15840669;;NA;;4;;NA;;;Santa Barbara;;NA;180;NA;2;;;280000;1,555.55;39.66;;4;7060;;;Cerca del Trafico  Vista a las Montanas  Parking bajo techo;NA;
15864891;;NA;terraza;2;Casas;NA;;23/10/2020;Garita;;NA;190;1;3;si;;550000;1,000.00;;;4;;;"Casa de habitacion ubicada en Santa Rosa de Rio Nuevo  Perez Zeledon  area del terreno 776 metros cuadrados  casa de 190 metros cuadrados de construccion en excelente estado  Ubicada en zona rural a tan solo 8 kilometros del centro de San Isidro del General  barrio tranquilo y seguro 
La vivienda cuenta con 
	4 Amplios dormitorios
	1 Oficina 
	2 Salas 
	1 Comedor 
	1 Amplia cocina 
	2 Banos 
Construida en su totalidad en cemento  con cielorrasos de escayola con hermosos detalles ";;NA;Casas en Perez Zeledon   Hermosa Casa  Barrio Tranquilo y Seguro  en contacto con la naturaleza
15867188;2 Pisos;2006;terraza;;Casas;250;Guachipelin  Escazu;12/10/2020;San Rafael;;NA;NA;2;;si;;240000;1,121.49;1,116.27;;;215;Ceramica;;;NA;Casas en La Union Tres Rios   VENDO CASA NUEVA totalmente financiada
15910924;2.5;2010;;2;Casas;NA;RESIDENCIAL ESTANCIA ANTIGUA;1/11/2020;La Union Tres Rios;;NA;NA;1;2;;;175000;1,041.66;875.00;;3;200;Ceramica;;;NA;Casas en Ciudad Curridabat   VENTA DE CONDOMINIO NUEVO EN GUAYABOS DE CURRIDABAT
15975392;;2000;terraza;;Casas;NA;Yoses sur;22/10/2020;San Pedro;;NA;NA;1;;no;1;189000;651.72;651.72;;;290;Otro;;;NA;
15988757;;2005;;2.5;;NA;;;;;NA;214.5;2;2;no;;NA;;;;3;;Ceramica;;Cerca de Escuela  Vista a las Montanas  Parking de visitas;NA;
16025029;;NA;;2 2.5 3.5;Proyectos nuevos;NA;;2/11/2020;Jaco;128.6 159.5;119;NA;NA;2;si;;234000;;;1,689.07;3 4;210;;Estado del desarrollo  En construccion;2 Parking  Parking bajo techo  Parking de visitas  Terraza  Lavanderia interna  Deposito  Desayunador  A C  Patio  Terreno en esquina  Garaje techado  Sala y Comedor  Piscina;957.14;Condominio Resort en Playa Jaco Venta de Casas en Cuidad del Mar
16026793;;NA;;;Casas;NA;;;;;NA;NA;NA;;;;NA;;;;;;;"Residencial privado con agujas de seguridad  muy seguro y tranquilo  Cerca de Lincoln Plaza  Novacentro  Mall Don Pancho  Los Colegios  Liceo de Moravia  Clinica Catolica  hospitales publicos y privados 
Facil acceso y cuenta con salida hacia Heredia  Coronado  Moravia y Tibas 

Cuenta con 
  3 habitaciones
  2 banos
  Sala
  Comedor 
  Cocina
  Cuarto de lavado
  Terraza
  Patio
  Jardin interno
  Garaje para 2 vehiculos
  Porto electrico";Nevera  Microondas  Estufa  Lavadora  Secadora;NA;Casas en San Vicente   Se Vende Casa en Residencial Alta Moravia
16052560;;NA;;;Casas;NA;;23/10/2020;Guacima;;NA;200;NA;2;;;73770.4918032787;₡450,000;;;;;;Propiedad en venta en zona de alta plusvalia  Montelimar  Goicoechea  A menos de 400 mts de los tribunales de justicia  Actualmente adaptada como oficinas  Casa recien remodelada  techo nuevo  pintura y cielos nuevos  sistema electrico reciente  la calidad esta en lo que no se ve  Ideal para inversion  para negocio  bufete de abogados  consultorios u oficinas  La casa es de amplios espacios  versatil y excelente ubicacion  Cuenta con sistema electrico y cableado de red   Planta electrica de alto rendimiento  Adicional a negociar   316 mts2 de terreno y mas de 200 mts2 de construccion  Precio de oportunidad por debajo del promedio en la zona  175 000  Precio negociable  aproveche esta oportunidad ;Cerca de Escuela  Cerca del Trafico  Parking de visitas  Jardin  Planta Electrica;NA;Casas en Guadalupe   Casa comercial en Guadalupe  por Tribunales  negociable  oportunidad 
16068815;;NA;;;Casas;NA;;23/10/2020;San Juan;;NA;NA;NA;;;;129508.19672131147;₡537,414;;;;;;"Casa de 2 niveles en un ambiente muy tranquilo y seguro 
Finos acabados en madera y granito  Permiten mascotas

Cuenta con avaluo reciente

Primer nivel 
Garaje para 2 carros techado
Medio bano
Sala comedor
Cocina
Area de lavado 
Sala tv
Terraza 

Segundo nivel
1 habitacion con bano y Walking Closet amplio
2 habitaciones que comparten otro bano

Atico iluminado y ventilado que funciona como bodega
Agua caliente en toda la casa

Complejo de solo 20 casas  
Jardin para ninos y rancho para actividades
Seguridades personalizada 24 7

Cuota de mantenimiento 50000 que incluye vigilancia y mantenimiento de las areas comunes";Cerca de Escuela  Cerca del Trafico  Seguridad 24 Horas;NA;Casas en Guadalupe   Venta de casa en Condominio Guadalupe el Alto
16094567;;2005;;2;Casas;NA;;13/10/2020;Alajuela Centro;;NA;689;NA;1;;4;300000;435.41 976.92;;;2;;;Se vende Hermosa casa con excelente ubicacion en Cartago  Cartago  El Carmen ;;NA;Casas en Cartago   Hermosa casa con excelente ubicacion El Carmen  Cartago 
16113018;;NA;;2;Casas;NA;;28/10/2020;Alajuela Centro;;NA;1;NA;2;;;13114.754098360656;₡8,000,000;;;3;;;"GRUPO GLOBAL HOUSE COSTA RICA

SE VENDE APARTAMENTO TIPO CASA ALAJUELA SIN TRAMITE BANCARIO EN CONDOMINIO CON PISCINA Y GIMNASIO"; Patio  Sala y Comedor  Area Social  Area de BBQ  Planta Electrica  Jacuzzi;NA;Casas en Alajuela Centro   Sin tramites bancarios Compre su casa en Condominio Alajuela con piscina y gimnasio
16122558;;NA;;;Casas;NA;;2/11/2020;;;NA;NA;NA;;;;NA;;;;;;;"Provincia  CARTAGO 
Canton  EL GUARCO 
Distrito  TEJAR 
Direccion exacta  Urb El Cacique del Quijongo  500 Este y 300 Sur  CASA D 8 y Lote D 37 
Folio Real  3 159054 000   3 159083 000
Numero de plano  C 0374027 1996   C 0373382 1996
Precio real  75 432 000 00
Precio en oferta  75 432 000 00
Descuento  0 
Area del terreno  300 m2
Area de construccion  118 18 m2
Distribucion  Sala  comedor  cocina  3 dormitorios  2 banos  area de Pilas  cochera  sala de tv  walking closeth 
Observaciones  Puede realizar su oferta  formulario descargable  y enviarla al correo  Con gusto lo atenderemos  El  la  FUTURO  A  COMPRADOR  A  debe manifestar que conoce y acepta que la presente propiedad no posee patio posterior  dicho patio corresponde a propiedad independiente  ubicada en parte posterior  en este caso lote D 37  plano No  C 373382 1996  se rescata que en caso de una potencial venta de la presente propiedad en forma independiente al lote posterior  se requerira clausurar la puerta posterior de la vivienda  La vivienda presenta deficiencias en lo correspondiente a pintura en general  repellos internos  requiere reparacion en cielo  aspectos contemplados en la presente valoracion con un estado de acondicionamiento tipo regular  donde se requieren reparaciones simples  Se recomienda una venta en forma conjunta con la propiedad ubicada en la parte posterior  lote D 37  de tal manera que exista una distribucion arquitectonica integral  ya que el lote posterior se utiliza como patio de la presente propiedad "; Seguridad 24 Horas  Salon de fiestas  Jardin  Desayunador  Patio  Calle sin salida  Garaje techado  Sala y Comedor  Area Social  Walk in closet  Area de BBQ  Bar;NA;Casas en Cartago provincia   Esta hermosa vivienda podria ser tu nuevo hogar en Cartago Centro 
16189254;;NA;;;Casas;NA;;1/11/2020;Paraiso;;NA;168;NA;;;;110000;718.95;700.63;;;;;Esta casa se encuentra dentro del residencial Estancia Antigua en Tres Rios  Cuenta con cochera techada y cerrada para 2 autos  patio frontal  sala  2 comedores  salta de TV  3 cuartos  2 banos  amplia cocina  cuarto de pilas  patio y cielos con acabados especiales ;;NA;Casas en La Union Tres Rios   VENTA DE CASA RESIDENCIAL ESTANCIA ANTIGUA   TRES RIOS   REMATE
16198846;;2000;terraza;;;275000;Guachipelin;;;;NA;NA;1;;;;370000;973.68;973.68;;;380;;;;NA;
16289768;;2011;balcon;2.5;Casas;149000;Heredia;30/10/2020;Ciudad Curridabat;;NA;230;2;2;si;;NA;;1,069.76;;3;215;;"Hermosa Casa De Dos Plantas en Condominio en La Ribera De Belen en Heredia 

La casa es de estilo colonial   se encuentra ubicada en un lugar privilegiado dentro del condominio puesto que esta contiguo a las areas comunes de piscina y rancho 

La primera planta cuenta con amplia sala   comedor   hermosa y moderna cocina con finos acabados de madera solida en sus muebles  y sobres de granito  Ademas cuenta con habitacion de servicio con bano completo  area de pilas y medio bano para visitas  Posee adicionalemente una terraza techada

La casa posee garaje para dos vehiculos  

La segunda planta posee tres amplias habitaciones   la principal con bano completo privado con jacuzzy y balcon  ademas posee dos walk in closet  Luego encontramos las dos habitaciones y un bano completo privado compartido para ambas habitaciones   adicionalmente posee un atico

El condominio posee seguridad 24 7 piscina   rancho de BBQ y area de juego para los ninos   

Se aceptan mascotas  La cuota condominal es de 149 000 colones por mes mensuales ";Calentador de agua;NA;Casas en La Ribera   Condominio de Dos Plantas en Venta en La Ribera de Belen   196342
16289789;;2016;balcon;2.5;Casas;NA;Bosques del cafe;20/10/2020;San Rafael;;NA;157;2;2;si;;240000;1,528.66;;;3;;Porcelanato;"Casa con aires acondicionados en habitaciones y sala

Estar aca es ideal para descansar y a la vez disfrutar de todas las hermosas del canton de Aguirre   A 5 min de Playa Quepos en carro  a 3 min del Parque Nacional Manuel Antonio

CASA
De 2 plantas   3 Dormitorios  3 5 Banos  Sala  Cocina completamente equipada   Comedor Desayunador Parqueo para 3 carros Aire Acondcionado y tv  pscna
mide 346m2 de lote y 246 m2 de construccion  porton electrico   tanque de agua  

Comuniquese a los numeros Ubicado en el condominio bosques del cafe 
Casa modelo B 
4 anos de construccion 
Preciosas amenidades 
Casa club 
Piscina 
Play 
Areas verdes 
Vista 
Senderos  proximamente 
";Microondas  Estufa  Lavaplatos  Dispensador de agua caliente  Calentador de agua;NA;Casas en Quepos   Venta de casa en Puntarenas Casas en San Rafael   Town House Bosques del Cafe
16305687;2.6 metros;2019;terraza;2;Casas;44000;Condominio Terrazas del Norte de Concasa;1/11/2020;San Rafael;;NA;75;NA;2;si;;89000;1,186.66;801.80;;2;111;Ceramica;"Casa en Venta 89 000 dolares  cuota de mantenimiento 90 dolares  Condominio Terrazas del Norte  San Rafael de Alajuela 

Cuota bancaria  690 dolares seguros incluidos  Prima  0 dolares  gastos de banco incluidos en la figura Fiduciaria  Financiamiento por medio de cualquier entidad bancaria  Calculo de prima y cuota con referencia de Banco Bac 

111 m2 de terreno  75 m2 habitables  Sala Comedor  Cocina  Cuarto de pilas  2 habitaciones con closet  2 banos completos  1 estacionamiento frente a la casa  1 estacionamiento en area comun 

Esta hermosa casa ubicada en uno de los condominios mas nuevos del desarrollador Concasa le enamorara si lo que busca es comodidad y una agradable sensacion de amplitud e iluminacion natural  El patio trasero cercado le permitira disfrutar de su area al aire libre  El amplio dormitorio principal cuenta con bano privado  amplio closet  ventilacion e iluminacion natural  El dormitorio secundario tambien cuentan con closet  y el segundo bano se encuentra al lado 

En areas comunes se cuenta con piscina semiolimpica para adultos  piscina con juegos de agua para ninos  Sala de Fiestas  ranchos BBQ  playground  parque canino  Terraza Panoramica  Deck y estacionamiento para visitantes 

Excelente ubicacion  con acceso directo a la carretera 27  cerca de supermercados  centro comercial con gimnasio y restaurantes  bancos  escuelas  centros medicos y mas ";Calentador de agua;NA;Casas en San Rafael   CONCASA  2 habitaciones  2 parqueos   Condominio Terrazas del Norte
16309523;;NA;;3.5;Casas;NA;;28/10/2020;Santa Ana Sabanilla;;NA;380;NA;4;;;600000;1,578.94;;;4;;;"Linda casa  espaciosa  ubicada en el barrio Ricos y Famosos   cerca de la playa  3 confortables habitaciones  sala y comedor independientes  comodos balcones con hermosas vistas  2 5 banos  patio interno  piscina exclusiva  bellos jardines  cochera para dos vehiculos  seguridad permanente  Internet Wifi   television por cable  aire acondicionado y ventiladores  Muy cerca de San Jose y de las mejores playas  Parque Manuel Antonio  playa Hermosa  playa Herradura etc  Casa recien remodelada en Residencial Bosques de Lindora  

Descripcion 
4 cuartos 3 1 2 banos  sala y comedor principales  Sala de tv  Terraza amplia  Cuarto de servicio completo con bano  Lavanderia  Garage para 2 carros techado 2 carros externos Aire acondicionado central en cuartos y mini splits en areas sociales  Lote de 734 m2  Comoda casa de una sola planta ubicada en el exclusivo condominio Bosques de Lindora  Cuenta con amplia area social con doble sala y doble altura  Comedor formal  Cocina con sobre de granito  Habitacion de huespedes independiente al lado de la terraza con bano completo  1 2 medio de visitas en lobby  Excelente seguridad  


Precio Alquiler  Venta 
3 500 dolares con IVA y mantenimiento incluido  
Venta 600 000 

Caracteristicas del condominio  
casa club  piscina  cancha de tenis  parque infantil  jardineria incluida en el mantenimiento  seguridad 24 7 con acceso controlado";;NA;Casas en Jaco   HERMOSA Y COMFORTABLE CASA Casas en Santa Ana   Casa Bosques de Lindora
16319951;;2016;;2.5;Casas;NA;Calle Tiquicia  Concepcion  San Rafael de Heredia;12/10/2020;San Rafael;;NA;150;2;4;;;149000;993.33;425.71;;3;350;;"Lote 350 m2  Casa 150 m2 de construccion   amplia cochera  
100  block  Techo hierro  Agua caliente   Info al inbox o WhatsApp 73000009 
Primer piso  sala comedor  1 2 bano  cocina  pilas  bodega  Patio en los cuatro costados  Perfecto para mascotas 
Segundo piso muy amplio  3 cuartos   principal con bano y walking closed  2 cuartos secundarios   1 bano completo  sala con vista al oeste  sala tv  bodega pequena  balcon interno  tipo sala secundaria ";;NA;Casas en San Rafael   Venta de Casa   Oportunidad 
16340203;;NA;terraza;;Casas;NA;Residencial Alta Moravia;3/10/2020;San Vicente;;NA;NA;1;;no;;160000;919.54;919.54;;3;174;Ceramica;"Provincia  ALAJUELA 
Canton  ALAJUELA 
Distrito  GUACIMA 
Direccion exacta  Rincon Chiquito  Condominio Malinches Filial 41
Folio Real  2 117346 F 000
Numero de plano  A 1754747 2014
Precio real  54 095 921 80
Precio en oferta  47 101 319 11
Descuento  12 93 
Area del terreno  100 06 m2
Area de construccion  100 06 m2
Distribucion  Planta Baja  Sala  Comedor  Cocina  2 Dormitorios  Bano  Area de Pilas  Patio  2 Espacios de Parqueo 
Observaciones  Hermoso condominio  ultimos apartamentos nuevos para estrenar en excelentes condiciones  se ubican en condominio vertical  el mismo cuenta con acceso principal tipo Boulevard  posee planta de tratamiento de aguas residuales  parque infantil  zona de rancho para actividades sociales  areas verdes  un unico acceso por portones metalicos y seguridad 24 7  El condominio se encuentra a 2 3 KM del centro de la Guacima ";;NA;Casas en Guacima   Grupo Mutual vende Apartamentos nuevos en Cond  Malinches en la Guacima filial 41
16370080;;2007;balcon;;Casas;NA;;26/10/2020;Santa Ana;;NA;NA;2;;si;;165000;1,100.00;901.63;;3;183;Ceramica;;;NA;Casas en Belen   CASA EN BELEN  RESIDENCIAL LINDA CON JARDIN 150 000 RC122
16378669;;NA;;6;Casas;NA;;24/10/2020;Escazu Liberia;;NA;600;NA;7;;;950000;1,583.33 723.14;;;4;;;"SE VENDE CASA DE LUJO CON EXCLUSIVO DISENO EN GUACHIPELIN ESCAZU SAN JOSE
Estado actual  disponible desde Marzo 2020  con previa cita 
Precio solicitado  950 000 U S D 
Tamano del plano 1 400m2
Tamano de construccion 600m2

DESCRIPCION DE LA PROPIEDAD
2 pisos de amplios techos
4 habitaciones amplias  1 principal con walking closet y jacuzzi  
3 banos completos 
2 banos parciales  de visitas y de la piscina 
7 parqueos con porton electrico  4 bajo techo 
Amplia cocina con isla en el medio 
Desayunador tipo barra
Amplio comedor 
Amplia sala de estar  1er piso 
Salon de reuniones o de juegos  1er piso  
Oficina  primer piso 
Oficina con aire acondicionado  2do piso 
Entrada principal bajo techo
Espaciosa escalera tipo caracol con piso de marmol al 2do piso
Amplia sala de estar con vista panoramica  2do piso 
1 cuarto de empleada con bano completo  1er piso 
Amplia terraza con vista panoramica 180 grados  1er piso 
Decoracion elegante
Acabados finos de madera  hierro forjado  ceramica  granito y marmol
2 bodegas
Cuarto de sauna
Jardin paisajistico con cesped bermuda
Rancho completo con piscina y bano 
Incluye semi amueblado
Tanque de agua caliente instantaneo
Diseno antisismico con estructuras solidas sin paredes falsas
Vista panoramica de 180 grados hacia montanas de Alajuela y Heredia
Perimetro de muro con cerca electrica
Sistema de camaras de seguridad
Tanque septico de 3 unidades
Ano de construccion 2004
La propiedad se encuentra libre de hipotecas y anotaciones

DESCRIPCION DEL RESIDENCIAL Y DE LA ZONA
La propiedad se encuentra en el Residencial Loma Real 1  ubicado en Guachipelin Norte de Escazu  Es un residencial de acceso controlado con aguja y caseta de guarda  Seguro para caminar y zonas verdes y parques  Colinda con el limite de las montanas de Santa Ana  Se encuentra a solo 5 minutos en carro de Multiplaza Escazu  Rapido acceso a la Ruta 27  Cerca de prestigiosos colegios privados y escuelas  gimnasios  residenciales  oficentros  restaurantes  y cadenas de abastecedores  La zona por si sola es de alta plusvalia  de gran atractivo residencial y comercial  el oeste de la Capital donde todos desean vivir  

INFORMACION DE CONTACTO
Esteban Madriz  asesor inmobiliario 
Movil   WhatsApp    506  8749 9590
Email  info   capitalm2 com
San Jose Costa Rica 2020

ENGLISH VERSION

LUXURY HOUSE FOR SALE WITH EXCLUSIVE DESIGN IN GUACHIPELIN ESCAZU SAN JOSE
Current status  available from March 2020  by appointment 
Requested price  950 000 U S D 
Plano size  1 400m2
Construction  size 600m2

PROPERTY DESCRIPTION
2 story high ceilings
4 spacious rooms  1 main with walking closet and Jacuzzi 
3 full baths
2 partial baths  visits and pool 
7 parking spaces with electric gate  4 under roof 
Large kitchen with island in the middle
Breakfast bar type
Spacious dining room
Large living room  1st floor 
Meeting or game room  1st floor 
Office  first floor 
Air conditioned office  2nd floor 
Main entrance indoors
Spacious spiral staircase with marble floor to 2nd floor
Spacious living room with panoramic view  2nd floor 
1 maid s room with full bathroom  1st floor 
Large terrace with 180 degree panoramic view  1st floor 
Elegant decoration
Fine wood  wrought iron  ceramic  granite and marble finishes
2 warehouses
Sauna room
Landscaped garden with bermuda grass
Ranch complete with pool and bathroom
Includes semi furnished
Instant hot water tank
Anti seismic design with solid structures without false walls
180 degree panoramic view towards Alajuela and Heredia mountains
Wall perimeter with electric fence
Security camera system
3 unit septic tank
Year of construction 2004
The property is free of mortgages and annotations

DESCRIPTION OF THE RESIDENTIAL AND OF THE AREA
The property is located in Residencial Loma Real 1  located in Guachipelin Norte de Escazu  It is a residential with controlled access with a needle and a guardhouse  Safe to walk and green areas and parks  It borders the limit of the Santa Ana mountains  It is only 5 minutes by car from Multiplaza Escazu  Quick access to Route 27  Close to prestigious private colleges and schools  gyms  private residentials  office centers  restaurants  and supply chains  The area by itself is of high added value  of great residential and commercial appeal  the west of the Capital where everyone wants to live 

CONTACT INFORMATION
Esteban Madriz  real estate advisor 
Mobile   WhatsApp    506  8749 9590
Email  info   capitalm2 com
San Jose Costa Rica 2020";;NA;Casas en Escazu   FOR SALE   SE VENDE  Escazu Guachipelin Casa Mansion Loma Real Luxury Home Real Estate
